Position,Id,Title,Authors,Published Date,Country,Original Language,Page Range,Word Count,Global Rank,Global Score,Genre Categories,Subject Categories,Location Categories
405,195,Clarissa,Samuel Richardson,1748,British,English,1500-1600,984000,405,683,"Drama, Fiction, Literary Fiction, Literary Letters, Social & Cultural Fiction, Tragedy, Victorian","Betrayal, Family, Friendship, Marriage, Power Dynamics, Social Class, Virtue, gender roles, morality",England
406,2344,The Moonstone,Wilkie Collins,1868,British,English,400-500,197790,406,682,"Crime, Fiction, Literary Fiction, Mystery, Victorian","Addiction, Country life, Death & Grief, Detective, Family, Inheritance, Jewels, Juvenile, Marriage, Servants, Theft, Upper class, Victorian","England, Great Britain, India, Yorkshire"
407,3034,The Prophet,Kahlil Gibran,1923,Lebanese,English,90-130,12000,407,679,"Allegorical, Fiction, Literary Fiction, Poetry, Religion & Spirituality, philosophical","Children, Christianity, Death & Grief, Freedom, Friendship, Love, Marriage, Sorrow, Work, joy","Lebanon, United States"
408,55,The Man Who Loved Children,Christina Stead,1940,Australian,English,500-600,200000,408,678,"Family & Relationships, Fiction, Literary Fiction, Modernist, Social & Cultural Fiction, Tragedy","Family, Family dynamics, Marriage, Mental Health, Mothers & Children, Parenting, Power Dynamics, Siblings, Women's Studies, childhood, conflict, isolation, relationships","United States, Washington D.C."
409,3269,I Capture the Castle,Dodie Smith,1948,British,English,300-400,143000,409,678,"Coming of age, Drama, Family & Relationships, Fiction, Literary Fiction, Social & Cultural Fiction","Diaries, Family, Family dynamics, Friendship, Love, Marriage, Poverty, Teenagers, class, relationships, writing","England, Fictional Location"
410,3456,The Ragged Trousered Philanthropists,"Robert Tressell, Peter Miles",1914,British,English,704,250000,410,674,"Drama, Fiction, Literary Fiction, Political, Satire, Social & Cultural Fiction","Capitalism, Class Struggle, Economics, Exploitation, Labor, Politics, Poverty, Social sciences, Socialism, Work, inequality","England, Mugsborough"
411,490,Ramayana,Valmiki,-200,Indian,Sanskrit,500-2000,24000,411,672,"Fiction, Historical fiction, Mythological, Religion & Spirituality, epic","Devotion, Duty, Exile, Family, Friendship, Good vs Evil, Hinduism, History, Honor, Justice, Loyalty, Righteousness, Sacrifice",Fictional Location
412,1606,Parallel Lives,Plutarch,100,Greek,Greek,500-700,,412,671,"Ancient, Biography, Mythological, Nonfiction, philosophical","Character, Friendship, Heroism, History, Leadership, Virtue, morality","Greece, Italy, Roman, Rome"
413,2923,We,Yevgeny Zamyatin,1924,Russian,Russian,200-300,50000,413,670,"Allegorical, Dystopian, Fiction, Modernist, Science fiction, Speculative Fiction","Conformity, Dystopia, Freedom, Individualism, Love, Mathematics, Technology, Totalitarianism, rebellion, surveillance",Fictional Location
414,77,Ragtime,E. L. Doctorow,1975,American,English,250-350,72000,414,668,"Allegorical, Fiction, Historical fiction, Literary Fiction, Postmodern, Social & Cultural Fiction","Alternate History, American dream, Class Struggle, Family, Family dynamics, Historical Figures, Immigration, Industrialization, Racism, Sociology","New Rochelle, New York, New York City, United States"
415,2448,The Savage Detectives,Roberto Bolaño,1998,Chilean,Spanish,500-600,208000,415,667,"Experimental, Fiction, Literary Fiction, Magical Realism, Picaresque, Postmodern, Social & Cultural Fiction","Obsession, Search, Youth, rebellion","Latin American, Mexico, Mexico City"
416,3119,The Human Comedy,Honoré de Balzac,1830,French,French,13755,,416,667,"Drama, Fiction, Historical fiction, Literary Fiction, Modernist, Social & Cultural Fiction, philosophical","Ambition, Family, Family dynamics, Friendship, Love, Marriage, Poverty, Power, Society, Wealth, class, corruption, human nature, morality","France, Money, Paris"
417,3,American Pastoral,Philip Roth,1997,American,English,423,145000,417,665,"Family & Relationships, Fiction, Literary Fiction, Political, Social & Cultural Fiction, Tragedy","American dream, Assimilation, Disillusionment, Family, Generational Conflict, Marines, Social change, Terrorism, Trauma, rebellion","New Jersey, Newark, United States, Vietnam War"
418,433,Do Androids Dream of Electric Sheep?,Philip K. Dick,1968,American,English,210-256,61000,418,665,"Cyberpunk, Dystopian, Fiction, Science fiction, Speculative Fiction, philosophical","Androids, Animals, Artificial Intelligence, Empathy, Existentialism, Humanity, Movies, Survival, Technology, morality",Fictional Location
419,222,Jude the Obscure,Thomas Hardy,1895,British,English,400-500,145000,419,664,"Coming of age, Fiction, Literary Fiction, Social & Cultural Fiction, Tragedy, Victorian","Adultery, Ambition, Death & Grief, Despair, Education, Family, Love, Marriage, Victorian, class, isolation, relationships","England, Germany, Wessex"
420,3453,Gormenghast,Mervyn Peake,1950,British,English,400-500,205000,420,660,"Absurdist, Allegorical, Drama, Experimental, Fiction, Gothic, Literary Fiction","Ambition, Family, Hierarchy, Inheritance and succession, Madness, Nobility, Power, Rituals, isolation, rebellion, tradition",Fictional Location
421,2457,Eugene Onegin,Alexander Pushkin,1833,Russian,Russian,200-300,49000,421,658,"Drama, Fiction, Literary Fiction, Poetry, Social & Cultural Fiction, Tragedy","Death, Duels, Friendship, Love, Marriage, Regret, Rejection, Romanticism, Society","Moscow, Russia, Saint Petersburg"
422,2336,Notes from the Underground,Fyodor Dostoevsky,1864,Russian,Russian,70-150,67000,422,657,"Allegorical, Dark, Fiction, Literary Fiction, Postmodern, Psychological, philosophical","Alienation, Existentialism, Psychology, Suffering, Underground Man, human nature, isolation, self-destruction","Russia, Saint Petersburg"
423,3051,The Princess Bride,William Goldman,1973,American,English,200-500,107253,423,654,"Adventure, Fantasy, Fiction, Folklore & Fairy Tales, High Fantasy, Humor, Speculative Fiction, metafiction","Betrayal, Dueling, Giants, Juvenile, Love, Miracles, Piracy, Revenge, Royalty, Swordsmanship",Fictional Location
424,2733,The Federalist Papers,"Alexander Hamilton, James Madison, John Jay",1787,American,English,400-500,85000,424,653,"Mythological, Nonfiction, Political, philosophical","American History, American Revolutionary War, Checks and Balances, Constitutional Interpretation, Federalism, Government Structure, History, Judicial Review, Liberty, Political Ideologies, Republicanism, Separation of Powers","New York, United States"
425,2365,Household Tales,Brothers Grimm,1812,German,German,200-300,160000,425,650,"Adventure, Fantasy, Fiction, Folklore & Fairy Tales, Magical Realism, Speculative Fiction","Cunning, Family, Family dynamics, Friendship, History, Justice, Marriage, Poverty, Transformation, fear, morality","Germany, Queens"
426,1696,The Unnamable,Samuel Beckett,1953,Irish,French,100-150,27000,426,644,"Absurdist, Allegorical, Experimental, Fiction, Postmodern, philosophical","",Fictional Location
427,1679,Pensées,Blaise Pascal,1670,French,French,444,70000,427,642,"Allegorical, Experimental, Nonfiction, Religion & Spirituality, philosophical","Christianity, Classics, Essays, History, Philosophy","France, Paris"
428,1326,Roots,Alex Haley,1976,American,English,576-688,587287,428,642,"Biography, Fiction, Historical fiction, Social & Cultural Fiction","African American, African American History, American History, Culture, Ethics, Family, Family dynamics, Freedom, History, Perseverance, Racism, Resilience, Slavery, heritage","Africa, Annapolis, Gambia, Henning, Maryland, Southern US, Sub-Saharan Africa, Tennessee, United States"
429,714,The Souls of Black Folk,W. E. B. Du Bois,1903,American,English,100-200,85000,429,641,"Cultural, Nonfiction, Poetry, Political, philosophical","African American History, American History, Civil rights, Double Consciousness, Education, Freedom, History, Identity, Poverty, Racism, Struggle, inequality",United States
430,2847,Romeo and Juliet,William Shakespeare,1597,British,English,90-120,25000,430,640,"Drama, Fiction, Plays, Romance, Tragedy","Death & Grief, Family, Fate, Love, Marriage, Passion, Revenge, Youth, conflict","Italy, Verona"
431,2151,Stranger in a Strange Land,Robert A. Heinlein,1961,American,English,408-528,220000,431,638,"Fiction, Literary Fiction, Postmodern, Science fiction, Social & Cultural Fiction, Speculative Fiction, philosophical","Culture, Freedom, Humanity, Individualism, Love, Military, Philosophy, Politics, Sexuality, Society",Fictional Location
432,2000,A Brief History of Time,Stephen Hawking,1988,British,English,200-256,41000,432,638,"Encyclopedic, Nonfiction, Technical, philosophical","Big Bang Theory, Black holes, Cosmology, History, History Of Science, Nature, Physics, Relativity, Science, Singularity, Space-time, Time","Fictional Location, Quantum Mechanics, Space, Universe"
433,180,War of the Worlds,H. G. Wells,1898,British,English,200-300,60000,433,637,"Adventure, Apocalyptic, Fiction, Horror, Science fiction, Speculative Fiction","Adaptation, Destruction, Humanity, Invasion, Survival, Technology, conflict, fear","England, London, Surrey, Woking"
434,844,Tractatus Logico-Philosophicus,Ludwig Wittgenstein,1921,Austrian,German,70-80,30000,434,636,"Experimental, Modernist, Nonfiction, philosophical","Facts, Humanities, Language, Language & Writing, Meaning, Philosophy, Propositions, Thought, Truth, logic, reality","Austria, United Kingdom, World"
435,239,Parade's End,Ford Madox Ford,1924,British,English,800-900,200000,435,632,"Fiction, Historical fiction, Literary Fiction, Modernist, Political, Psychological, Social & Cultural Fiction","Duty, Infidelity, Love, Marriage, Mental Health, Social change, War, World War I, class","Belgium, England, France, Great Britain"
436,2880,Amerika,Franz Kafka,1927,Czech,German,336,78000,436,630,"Absurdist, Allegorical, Dark, Experimental, Fiction, Literary Fiction, Modernist","Alienation, Existentialism, Exploitation, Immigrants, Immigration, Injustice, Work, isolation","New York, United States"
437,452,A Doll's House,Henrik Ibsen,1879,Norwegian,Norwegian,70-100,30000,437,627,"Drama, Fiction, Literary Fiction, Plays, Social & Cultural Fiction, Tragedy","Deception, Family, Freedom, Marriage, Society, Women's Studies, gender roles, morality, play, realism, relationships","Independence, Money, Norway"
438,2343,The Glass Bead Game,Hermann Hesse,1943,German,German,500-600,137000,438,626,"Allegorical, Experimental, Fiction, Literary Fiction, Postmodern, philosophical","Education, Games, Intellectualism, Mentorship, Philosophy, Science, Self-discovery, Society",Fictional Location
439,2620,Bartleby the Scrivener,Herman Melville,1853,American,English,30-50,35000,439,624,"Allegorical, Dark, Fiction, Literary Fiction, Picaresque, Social & Cultural Fiction","Alienation, Bureaucracy, Capitalism, Existentialism, Humanity, Psychology & Mental Health, Work, compassion, depression, isolation","New York, New York City, United States"
440,26,Death Comes for the Archbishop,Willa Cather,1927,American,English,300-500,72000,440,623,"Fiction, Historical fiction, Literary Fiction, Religion & Spirituality, Social & Cultural Fiction","American History, Catholicism, Christianity, Community, Cultural Conflict, Faith, Friendship, History, Leadership, Missionary Work, Native American, colonialism, tradition","New Mexico, United States"
441,733,Eminent Victorians,Lytton Strachey,1918,British,English,200-300,64500,441,621,"Biography, Nonfiction, Satire, Victorian","Education, European History, History, Medicine, Military, Nursing, Politics, Reform","England, Great Britain, United Kingdom"
442,2277,Froth on the daydream,Boris Vian,1947,French,French,200-300,36000,442,621,"Absurdist, Experimental, Fiction, Literary Fiction, Magical Realism, Surreal","Death, Illness, Love, Music, Wealth",Fictional Location
443,23,The Crying of Lot 49,Thomas Pynchon,1966,American,English,150-200,49000,443,620,"Absurdist, Fiction, Literary Fiction, Mystery, Postmodern, metafiction","Communication, Conspiracy, Entropy, Paranoia, Postal System, Secret societies, Symbols, Technology, isolation","California, United States"
444,3901,The Passion According to G.H.,Clarice Lispector,1964,Brazilian,Portuguese,150-200,45000,444,620,"Allegorical, Fiction, Literary Fiction, Postmodern, Psychological, Surreal, philosophical","Consciousness, Existence, Human Condition, Introspection, Philosophy, Self-discovery, Transformation, isolation","Brazil, Rio de Janeiro"
445,881,The Social Contract,Jean-Jacques Rousseau,1762,French,French,150-200,50000,445,618,"Nonfiction, Political, philosophical","Economics, Government, History, Philosophy",France
446,479,Season of Migration to the North,Al-Tayyib Salih,1966,Sudanese,Arabic,139-169,50000,446,618,"Allegorical, Drama, Fiction, Literary Fiction, Social & Cultural Fiction, philosophical","Alienation, Cultural Conflict, Humanities, Memory, Power, Revenge, Sexuality, Trauma, Violence, colonialism","Sudan, United Kingdom"
447,71,Play It As It Lays,Joan Didion,1970,American,English,200-250,56000,447,616,"Allegorical, Fiction, Literary Fiction, Postmodern, Psychological, Social & Cultural Fiction","Addiction, Alienation, Despair, Existentialism, Mental illness, Women's Studies, abortion, depression, relationships","California, Hollywood, Los Angeles, United States"
448,1269,Dubliners,James Joyce,1914,Irish,English,152-224,65000,448,615,"Coming of age, Fiction, Literary Fiction, Modernist, Short Story Collection, Social & Cultural Fiction","Death & Grief, Escape, Family, Identity, Marriage, Paralysis, Society, isolation","Dublin, Epiphany, Ireland"
449,2145,Nine Stories,J. D. Salinger,1953,American,English,200-300,63000,449,612,"Fiction, Literary Fiction, Psychological, Realistic Fiction, Short Story Collection, Social & Cultural Fiction","Children, Death, Family, Mental Health, Psychology & Mental Health, Short stories, Trauma, War, isolation, relationships",United States
450,3215,Effi Briest,Theodor Fontane,1895,German,German,300-400,118000,450,610,"Fiction, Historical fiction, Literary Fiction, Social & Cultural Fiction, Tragedy, Victorian","Adultery, Death, Duty, Family, Forgiveness, Guilt, Honor, Illness, Marriage, Society, Teenagers, realism","Berlin, Germany, Pomerania"
451,2613,Fortunata and Jacinta,Benito Pérez Galdós,1887,Spanish,Spanish,800-1000,267000,451,610,"Drama, Family & Relationships, Fiction, Historical fiction, Literary Fiction, Social & Cultural Fiction, Tragedy","Betrayal, Family, Infidelity, Love, Marriage, Redemption, Social Class, morality, realism","Madrid, Spain"
452,3683,Melmoth the Wanderer,Charles Robert Maturin,1820,British,English,600-700,220000,452,610,"Allegorical, Fiction, Gothic, Historical fiction, Horror, Speculative Fiction, Supernatural","Despair, Guilt, Immortality, Madness, Redemption, Temptation, evil, isolation","Dublin, Ireland"
453,2497,The Hunchback of Notre-Dame,Victor Hugo,1831,French,French,300-500,183000,453,606,"Drama, Fiction, Gothic, Historical fiction, Literary Fiction, Social & Cultural Fiction, Tragedy","Architecture, Injustice, Love, Obsession, People with disabilities, Prejudice, Redemption, Romanticism, Social Inequality, compassion","France, Paris"
454,3816,Joseph and His Brothers,Thomas Mann,1933,German,German,1200-1500,365000,454,604,"Allegorical, Fiction, Historical fiction, Literary Fiction, Mythological, Retellings, philosophical","Betrayal, Christianity, Destiny, Dreams, Faith, Family, Family dynamics, Forgiveness, Identity, Jealousy, Power","Canaan, Egypt, Providence"
455,496,The Fall,Albert Camus,1956,French,French,140-160,26000,455,604,"Allegorical, Dark, Fiction, Literary Fiction, Picaresque, philosophical","Alienation, Confession, Existentialism, Guilt, Hypocrisy, Judgment, Redemption, Self-reflection, morality","Amsterdam, Netherlands"
456,2604,Poet in New York,Federico García Lorca,1940,Spanish,Spanish,50-100,,456,604,"Allegorical, Experimental, Fiction, Literary Fiction, Poetry, Surreal","Alienation, Death, Despair, Dreams, Injustice, Modernity, Nature, Urbanization, isolation","New York, United States"
457,2443,The Code of the Woosters,P. G. Wodehouse,1938,British,English,200-300,59670,457,604,"Cozy, Fiction, Humor, Picaresque, Social & Cultural Fiction","Antiques, Blackmail, Deception, Engagements, Friendship, Mischief, Social Class, Upper class","England, Fictional Location"
458,327,Jacques the Fatalist and His Master,Denis Diderot,1796,French,French,200-300,117000,458,603,"Experimental, Fiction, Picaresque, Postmodern, Satire, philosophical","Fate, Free will, Narrative Structure, Philosophy, Social Critique, human nature, morality",France
459,737,The Second World War,Winston Churchill,1948,British,English,3000-3500,1250000,459,603,"20th century, Biography, Diaries & Journals, Nonfiction, Political","Alliances, American History, Diplomacy, European History, History, Leadership, Military, Naval History, Resilience, Strategy, War, conflict","Africa, Asia, China, Europe, France, Germany, Great Britain, Italy, Japan, North America, Soviet Union, United Kingdom, United States"
460,453,The Book of Job,Unknown,-600,Israeli,Hebrew,20-30,10600,460,603,"Allegorical, Mythological, Religion & Spirituality, philosophical","Christianity, Divine Wisdom, Faith, Friendship, Human Limitation, Justice, Patience, Redemption, Suffering",Israel
461,2370,Lost Illusions,Honoré de Balzac,1837,French,French,600-1000,195000,461,601,"Absurdist, Drama, Fiction, Historical fiction, Literary Fiction, Social & Cultural Fiction","Ambition, Deception, Failure, Friendship, Journalism, Love, Society, realism","France, Money, Paris"
462,10026,Red Cavalry,Isaac Babel,1926,Russian,Russian,100-200,54000,462,601,"Fiction, Historical fiction, Literary Fiction, Modernist, Short Story Collection, military fiction","Brutality, Courage, Death, Ideology, Jewish, Reportage, Revolution, Short stories, Soldiers, Suffering, Violence, War, conflict","Poland, Soviet Union, Ukraine"
463,3043,Complete Poems,Elizabeth Bishop,1969,American,English,200-300,,463,597,"Fiction, Literary Fiction, Poetry","Family, Identity, Loss, Memory, Nature, Observation, childhood, isolation","Brazil, Nova Scotia, United States"
464,2832,The Bluest Eye,Toni Morrison,1970,American,English,160-220,78000,464,595,"Coming of age, Fiction, Literary Fiction, Realistic Fiction, Social & Cultural Fiction, Tragedy","African American, Beauty, Family, Family dynamics, Mental Health, Poverty, Racism, Self-worth, Trauma, abuse, childhood","Lorain, Ohio, United States"
465,2792,Four Quartets,T. S. Eliot,1943,British,English,40-60,8841,465,595,"Experimental, Modernist, Poetry, Religion & Spirituality, philosophical","Christianity, Existence, Faith, History, Memory, Mortality, Nature, Redemption, Suffering, Time","England, United States"
466,2850,Casino Royale,Ian Fleming,1953,British,English,192-240,58240,466,594,"Crime, Fiction, Spy, Thriller & Suspense, noir","Betrayal, Espionage, Finance, Gambling, Love, Loyalty, Revenge, Terrorism, action","France, Great Britain, United Kingdom"
467,3740,The Immoralist,André Gide,1902,French,French,100-200,39176,467,590,"Allegorical, Fiction, Literary Fiction, Psychological, philosophical","Desire, Freedom, Illness, Lgbtq+, Marriage, Repression, Self-discovery, morality","Algeria, France"
468,428,Twenty Thousand Leagues Under the Sea,Jules Verne,1870,French,French,320-480,138126,468,590,"Adventure, Fiction, Historical fiction, Sailors & The Sea, Science fiction, Speculative Fiction","Discovery, Exploration, Science, Survival, Technology, action, conflict, isolation, marine biology",Fictional Location
469,2334,Stories of Ernest Hemingway,Ernest Hemingway,1987,American,English,650,,469,587,"Drama, Fiction, Literary Fiction, Realistic Fiction, Short Story Collection, Social & Cultural Fiction","Courage, Death & Grief, Friendship, History, Identity, Love, Nature, War, isolation, masculinity","Cuba, France, Italy, Spain, United States"
470,607,The Histories of Herodotus,Herodotus,-450,Greek,Ancient greek,500-700,200000,470,583,"Ancient, Cultural, Encyclopedic, Nonfiction, Travel","Asian History, Classical Studies, Culture, Empire, European History, History, Leadership, War, conflict, tradition","Egypt, Greece, Persia, Utopia"
471,2618,Bouvard et Pécuchet,Gustave Flaubert,1881,French,French,350-450,134203,471,583,"Absurdist, Fiction, Literary Fiction, Postmodern, Satire, philosophical","Disillusionment, Failure, Friendship, History, Intellectual Pursuit, Knowledge, Society, human nature",France
472,4555,Harriet the Spy,Louise Fitzhugh,1964,American,English,300-350,58555,472,583,"Coming of age, Fiction, Middle Grade, Mystery, Social & Cultural Fiction","Betrayal, Diaries, Friendship, Juvenile, Schools & Teaching, Self-discovery, childhood, secrets, writing","New York City, United States"
473,2603,The Duino Elegies,Rainer Maria Rilke,1923,German,German,60-120,,473,582,"Fiction, Literary Fiction, Modernist, Poetry, Surreal, philosophical","Angels, Beauty, Death, Existence, Love, Nature, Solitude, Suffering, Transformation","Duino, Italy"
474,147,The Fountainhead,Ayn Rand,1943,American,English,700-800,311596,474,582,"Drama, Fiction, Literary Fiction, Social & Cultural Fiction, philosophical","Architecture, Conformity, Creativity, Egoism, Individualism, Integrity, Power, Success","New York City, United States"
475,520,The Affluent Society,John Kenneth Galbraith,1958,American,English,200-300,103000,475,581,"20th century, Cultural, Nonfiction, Political, philosophical","Affluence, Business, Economic Growth, Economics, History, Public Policy, Wealth, consumerism, inequality, social welfare",United States
476,2635,Poems by Machado,Antonio Machado,1907,Spanish,Spanish,100-150,,476,579,"Allegorical, Fiction, Literary Fiction, Poetry, Social & Cultural Fiction, philosophical","Death, Dreams, Hope, Life, Love, Memory, Nature, Solitude, Sorrow, Time",Spain
477,1084,I'm Not Stiller,Max Frisch,1954,Swiss,German,300-400,,477,579,"Allegorical, Fiction, Literary Fiction, Postmodern, Psychological, philosophical","Alienation, Deception, Existence, Freedom, Guilt, Self-discovery, relationships","Switzerland, Zurich"
478,1603,De Rerum Natura,Lucretius,55,Roman,Latin,200-300,74000,478,578,"Ancient, Nonfiction, Poetry, Religion & Spirituality, philosophical","Atomism, Cosmology, Epicureanism, History, Mortality, Nature, Pleasure, fear","Italy, Rome, Universe"
479,441,Gypsy Ballads,Federico García Lorca,1928,Spanish,Spanish,64,,479,574,"Fiction, Folklore & Fairy Tales, Literary Fiction, Magical Realism, Poetry, Social & Cultural Fiction","Death, Freedom, Gypsies, Injustice, Love, Mysticism, Nature, Passion, Performing Arts, Sorrow, tradition",Spain
480,1171,Death in Venice,Thomas Mann,1912,German,German,70-150,25000,480,574,"Allegorical, Fiction, Literary Fiction, Modernist, Tragedy, philosophical","Aging, Artistry, Beauty, Decay, Desire, Mortality, Obsession, isolation","Europe, Germany, Italy, Venice"
481,2593,Facundo,Domingo Faustino Sarmiento,1845,Argentinian,Spanish,250-350,,481,573,"Biography, Cultural, Drama, Nonfiction, Political","Barbarism, Civilization, Culture, Education, History, Leadership, Politics, Society, Violence, War, conflict","Argentina, Latin America"
482,3365,The Castle of Otranto,Horace Walpole,1764,British,English,100-200,23000,482,571,"Fiction, Gothic, Historical fiction, Horror, Literary Fiction, Speculative Fiction","Death, Family, Inheritance, Marriage, Power, Prophecy",Fictional Location
483,3928,Ada or Ardor,Vladimir Nabokov,1969,American,English,589-624,144000,483,571,"Experimental, Fiction, Literary Fiction, Modernist, Postmodern, Psychological","Death, Family, Incest, Love, Memory, Sexuality, Siblings, Teachers, Time","Fictional Location, United States"
484,238,The Secret Agent,Joseph Conrad,1907,British,English,320,105672,484,571,"Crime, Fiction, Literary Fiction, Modernist, Political, Psychological","Anarchism, Betrayal, Espionage, Family, Ideology, Politics, Psychology, Terrorism, morality","England, London"
485,1423,The Kite Runner,Khaled Hosseini,2003,Afghan,English,372,101000,485,570,"Coming of age, Drama, Fiction, Historical fiction, Literary Fiction, Social & Cultural Fiction","Betrayal, Courage, Family, Family dynamics, Forgiveness, Friendship, Guilt, Identity, Redemption","Afghanistan, Kabul, Soviet Union, United States"
486,2645,Moll Flanders,Daniel Defoe,1722,British,English,320-370,138582,486,570,"Fiction, Historical fiction, Literary Fiction, Picaresque, Social & Cultural Fiction","Deception, Imprisonment, Marriage, Poverty, Redemption, Repentance, Survival, Theft, Wealth, Women's Studies, morality","England, London, Virginia"
487,80,Revolutionary Road,Richard Yates,1961,American,English,300-400,68620,487,568,"Drama, Fiction, Literary Fiction, Realistic Fiction, Social & Cultural Fiction, Tragedy","Conformity, Despair, Disillusionment, Dreams, Escape, Family, Family dynamics, Infidelity, Marriage, Mental Health","Connecticut, Suburbia, United States"
488,3183,Perfume,Patrick Suskind,1985,German,German,250-300,51000,488,566,"Fiction, Gothic, Historical fiction, Horror, Literary Fiction, Psychological, Speculative Fiction","Alchemy, Artistry, Madness, Murder, Obsession, Perfume, Psychopathy, Scent, isolation","France, Paris"
489,1495,On Liberty,John Stuart Mill,1859,British,English,100-150,59000,489,566,"Nonfiction, Political, philosophical","Authority, Autonomy, Freedom of Speech, History, Individualism, Liberty, Social Progress, Tyranny of the Majority, Utilitarianism","England, London, United Kingdom"
490,628,The English Patient,Michael Ondaatje,1992,Canadian,English,300-320,82000,490,563,"Fiction, Historical fiction, Literary Fiction, Psychological, Social & Cultural Fiction, Tragedy","Betrayal, Friendship, Healing, Love, Memory, Survival, Trauma, War, World War II","Canada, Egypt, Italy"
491,2549,Richard III,William Shakespeare,1592,British,English,90-120,29000,491,563,"Drama, Fiction, Historical fiction, Plays, Political, Tragedy","Ambition, Betrayal, Deception, Family, Guilt, History, Juvenile, Kingship, Manipulation, Murder, Nobility, Power, Revenge","England, Great Britain"
492,2281,Tristes Tropiques,Claude Lévi-Strauss,1955,French,French,400-500,,492,560,"Cultural, Encyclopedic, Nonfiction, Travel, philosophical","Civilization, Cultural Identity, History, Indigenous, Indigenous People, Memory, Nature, Philosophy, Social sciences, colonialism","Brazil, France"
493,3455,Testament Of Youth,Vera Brittain,1933,British,English,600-700,250000,493,560,"20th century, Drama, Memoir, Nonfiction","Death & Grief, Education, European History, Friendship, History, Loss, Pacifism, Trauma, War, Women's Studies, Womens Studies","England, France, Germany, Great Britain"
494,28,The Death of the Heart,Elizabeth Bowen,1938,"British, Irish",English,320-400,101473,494,560,"Coming of age, Fiction, Literary Fiction, Psychological, Social & Cultural Fiction, Tragedy","Adolescence, Betrayal, Family, Innocence, Love, loneliness, orphans","England, London"
495,1273,Dispatches,Michael Herr,1977,American,English,260-320,80000,495,559,"Drama, Memoir, Nonfiction, Political, military fiction","American History, Camaraderie, Chaos, History, Journalism, Mortality, Reportage, Survival, Trauma, War, fear","United States, Vietnam, Vietnam War"
496,4354,The Swindler,Francisco de Quevedo,1626,Spanish,Spanish,200-300,64000,496,559,"Fiction, Humor, Literary Fiction, Picaresque, Satire","Deception, Education, Friendship, History, Honor, Hypocrisy, Parody, Poverty, Social Climbing, Survival","Madrid, Spain"
497,422,Le Morte d'Arthur,Thomas Malory,1485,British,Middle english,800-1000,326000,497,559,"Arthurian, Fantasy, Fiction, Historical fiction, Mythological, Speculative Fiction, epic","Betrayal, Chivalry, Destiny, Friendship, Honor, Knighthood, Love, Loyalty","England, Europe, Fictional Location"
498,236,Sister Carrie,Theodore Dreiser,1900,American,English,300-500,145000,498,557,"Drama, Fiction, Historical fiction, Literary Fiction, Social & Cultural Fiction, Tragedy","Ambition, Desire, History, Materialism, Poverty, Society, Success, class, morality, realism, relationships","Chicago, Illinois, New York, New York City, United States"
499,3795,The Nine Tailors,Dorothy L. Sayers,1934,British,English,300-400,104000,499,554,"Crime, Fiction, Gothic, Historical fiction, Literary Fiction, Mystery","Bell-ringing, Community, Deception, Detective, Inheritance, Investigation, Murder, World War I, tradition","England, Fenchurch St. Paul, Great Britain"
500,636,Life of Pi,Yann Martel,2001,Canadian,English,300-400,100000,500,554,"Adventure, Allegorical, Fiction, Literary Fiction, Magical Realism","Animals, Christianity, Faith, Humanity, Storytelling, Survival, Teenagers, isolation, orphans","Canada, India, Pacific Ocean"
